Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria:),Custom field (Actual end),Custom field (Actual start),Custom field (Affected services),Custom field (Amount),Custom field (Approvals),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Audience),Custom field (Campaign assets),Custom field (Campaign goals),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Comments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Design file),Custom field (Designs ready),Custom field (Designs ready),Custom field (Details),Custom field (Development),Custom field (Documents),Custom field (Documents),Custom field (Effort),Custom field (Effort),Custom field (Environment),Custom field (Environment),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Error Handling),Custom field (Error Handling),Custom field (Error Handling),Custom field (Error Handling),Custom field (Focus Areas),Custom field (Format),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Impact),Custom field (Insights),Custom field (Issue color),Custom field (Linked items),Custom field (Locked forms),Custom field (Open forms),Custom field (Pending reason),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project start),Custom field (Project target),Custom field (Project target),Custom field (Rank),Custom field (Related projects),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Roadmap),Custom field (Roadmap),Satisfaction rating,Custom field (Satisfaction date),Custom field (Score),Custom field (Score),Custom field (Sentiment),Custom field (Start date),Custom field (State),Custom field (State),Custom field (Steps to reproduce),Custom field (Steps to reproduce),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Type),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Setup Auth & API Schema Foundations,DAN-32,10644,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:26 PM,27/Apr/26 9:26 PM,,,0,"foundation,authentication","User Story:
As a backend engineer, I want to configure authentication and API schema foundations, so that I can support secure and structured data access.

Acceptance Criteria:
1. Given auth configuration is implemented, when a valid user signs in, then authenticated requests are accepted.
2. Given API schema definitions are created, when data operations are executed, then requests conform to the schema rules.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@64970dcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001uf:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10626,DAN-14,Project Foundation & Infrastructure Setup,To Do,27/Apr/26 7:23 PM
Setup CI/CD Pipeline,DAN-33,10645,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:27 PM,27/Apr/26 9:27 PM,,,0,"infrastructure,cicd","User Story:
As an engineering lead, I want to establish a CI/CD pipeline, so that I can automate builds, tests, and deployments.

Acceptance Criteria:
1. Given source changes are pushed, when CI runs, then linting and tests execute automatically.
2. Given a release branch is approved, when CD runs, then deployment is triggered to the target environment.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ecbdb6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001un:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10626,DAN-14,Project Foundation & Infrastructure Setup,To Do,27/Apr/26 7:23 PM
Enable Logging & Monitoring,DAN-34,10646,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:27 PM,27/Apr/26 9:27 PM,,,0,"infrastructure,monitoring","User Story:
As a support engineer, I want to enable logging and error monitoring, so that I can detect and triage production issues quickly.

Acceptance Criteria:
1. Given runtime events occur, when logs are generated, then key actions and failures are traceable.
2. Given an application error occurs, when monitoring alerts trigger, then the support team receives actionable incident data.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22ee439e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001uv:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10626,DAN-14,Project Foundation & Infrastructure Setup,To Do,27/Apr/26 7:23 PM
Agent Login,DAN-35,10647,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:27 PM,27/Apr/26 9:27 PM,,,0,"authentication,agent","User Story:
As an agent, I want to sign in securely, so that I can access my bookings and account features.

Acceptance Criteria:
1. Given I have valid credentials, when I submit the login form, then I am authenticated and routed to the app home.
2. Given I enter invalid credentials, when I submit the login form, then I see an error and remain unauthenticated.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@16fe139a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001v3:,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,10627,DAN-15,Authentication & Agent Account Management,To Do,27/Apr/26 7:23 PM
Password Reset,DAN-36,10648,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:27 PM,27/Apr/26 9:27 PM,,,0,"authentication,agent","User Story:
As an agent, I want to reset my password, so that I can regain access if I forget my credentials.

Acceptance Criteria:
1. Given I request a password reset, when I submit my registered email, then I receive reset instructions.
2. Given I complete the reset flow, when I set a new valid password, then I can sign in with the updated password.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2579d1ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001vb:,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,10627,DAN-15,Authentication & Agent Account Management,To Do,27/Apr/26 7:23 PM
Manage Agent Profile,DAN-37,10649,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:27 PM,27/Apr/26 9:27 PM,,,0,"authentication,agent","User Story:
As an agent, I want to manage my profile information, so that I can keep my contact and business details accurate.

Acceptance Criteria:
1. Given I am authenticated, when I update editable profile fields, then changes are saved and shown on reload.
2. Given required fields are incomplete, when I try to save, then I see validation errors.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@431b41fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001vj:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10627,DAN-15,Authentication & Agent Account Management,To Do,27/Apr/26 7:23 PM
Enforce Role-Based Access Control,DAN-38,10650,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:27 PM,27/Apr/26 9:27 PM,,,0,"authentication,security,admin","User Story:
As an administrator, I want to enforce role-based access controls, so that I can ensure agents and admins can only access permitted features.

Acceptance Criteria:
1. Given an agent account is logged in, when the user attempts to open admin-only pages, then access is denied.
2. Given an admin account is logged in, when the user opens admin management tools, then access is granted.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d8ebbf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001vr:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10627,DAN-15,Authentication & Agent Account Management,To Do,27/Apr/26 7:23 PM
Create Booking Request,DAN-39,10651,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:28 PM,27/Apr/26 9:28 PM,,,0,"booking,agent","User Story:
As an agent, I want to create a booking request, so that I can request photography services for a property.

Acceptance Criteria:
1. Given I am authenticated, when I complete mandatory booking fields and submit, then a new booking request is created.
2. Given mandatory fields are missing, when I submit the form, then submission is blocked with clear validation messages.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a5c8182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001vz:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10628,DAN-16,Booking Request Creation,To Do,27/Apr/26 7:23 PM
Enter Property Details,DAN-40,10652,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:28 PM,27/Apr/26 9:28 PM,,,0,"booking,agent","User Story:
As an agent, I want to enter property details in a booking, so that I can help the operations team schedule the service correctly.

Acceptance Criteria:
1. Given I am on the booking form, when I provide address and property details, then the data is saved with the booking request.
2. Given an invalid address format is entered, when I submit, then I receive a validation error.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b056be8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001w7:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10628,DAN-16,Booking Request Creation,To Do,27/Apr/26 7:23 PM
Select Preferred Date & Time,DAN-41,10653,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:28 PM,27/Apr/26 9:28 PM,,,0,"booking,agent","User Story:
As an agent, I want to submit preferred date and time information, so that I can help the team review scheduling intent.

Acceptance Criteria:
1. Given I enter preferred schedule details, when I submit the booking, then requested date and time are recorded.
2. Given date information is missing, when I submit the booking, then I am prompted to complete the schedule fields.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@130c3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001wf:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10628,DAN-16,Booking Request Creation,To Do,27/Apr/26 7:23 PM
Choose Service Package,DAN-42,10654,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:28 PM,27/Apr/26 9:28 PM,,,0,"booking,services,agent","User Story:
As an agent, I want to choose a service or package, so that I can ensure my booking request matches the media services I need.

Acceptance Criteria:
1. Given service options are configured, when I select a service package, then the booking reflects the selected package.
2. Given no service is selected, when I submit, then the form returns a required-field validation message.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c361c85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001wn:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10628,DAN-16,Booking Request Creation,To Do,27/Apr/26 7:23 PM
Add Notes & Receive Submission Confirmation,DAN-43,10655,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:28 PM,27/Apr/26 9:28 PM,,,0,"booking,agent","User Story:
As an agent, I want to include booking notes and receive submission confirmation, so that I can share special instructions and know the request was received.

Acceptance Criteria:
1. Given I enter optional notes, when I submit the booking, then notes are attached to the request record.
2. Given submission succeeds, when the workflow completes, then I see a confirmation message with booking reference details.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5288d7c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001wv:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10628,DAN-16,Booking Request Creation,To Do,27/Apr/26 7:23 PM
View Booking List,DAN-44,10656,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:28 PM,27/Apr/26 9:28 PM,,,0,"booking,tracking,agent","User Story:
As an agent, I want to view a list of my bookings, so that I can quickly track current and historical requests.

Acceptance Criteria:
1. Given I have existing bookings, when I open the bookings screen, then I can see bookings ordered and identifiable.
2. Given no bookings exist, when I open the bookings screen, then I see an empty-state message.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ee9e76f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001x3:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10628,DAN-16,Booking Request Creation,To Do,27/Apr/26 7:23 PM
View Booking Details,DAN-45,10657,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:31 PM,27/Apr/26 9:28 PM,,,0,"booking,tracking,agent","User Story:
As an agent, I want to open detailed booking information, so that I can review service, property, and status specifics.

Acceptance Criteria:
1. Given a booking exists, when I open its detail view, then I can see full booking metadata and notes.
2. Given I open a booking detail, when data is loaded, then status and timeline information are visible.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e539f66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001xb:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10629,DAN-17,Booking Tracking & Status Management,To Do,27/Apr/26 7:23 PM
Track Booking Status Changes,DAN-46,10658,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:32 PM,27/Apr/26 9:32 PM,,,0,"booking,tracking,agent","User Story:
As an agent, I want to track booking status updates, so that I can understand booking progress without contacting admin.

Acceptance Criteria:
1. Given a booking status changes, when I view the booking, then the current status is updated.
2. Given status updates occur over time, when I check booking history, then I can see prior and current state transitions.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3615da72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001xj:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10629,DAN-17,Booking Tracking & Status Management,To Do,27/Apr/26 7:23 PM
View Booking History,DAN-47,10659,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:32 PM,27/Apr/26 9:32 PM,,,0,"booking,tracking,agent","User Story:
As an agent, I want to view booking history records, so that I can reference prior actions and communications.

Acceptance Criteria:
1. Given booking events are logged, when I open booking history, then entries are shown in chronological order.
2. Given a booking has no history events, when I open the history tab, then I see a clear no-history state.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3acb2b9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001xr:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10630,DAN-18,Admin Booking Management Portal,To Do,27/Apr/26 7:23 PM
View Admin Booking Dashboard,DAN-48,10660,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:35 PM,27/Apr/26 9:32 PM,,,0,"admin,booking","User Story:
As an admin, I want to view a booking dashboard, so that I can monitor incoming and active requests in one place.

Acceptance Criteria:
1. Given bookings exist, when I open the admin dashboard, then I can see summary metrics and booking queues.
2. Given I need to prioritize work, when I review dashboard sections, then high-priority items are visible.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55c8a04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001xz:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10630,DAN-18,Admin Booking Management Portal,To Do,27/Apr/26 7:23 PM
Review Incoming Booking Queue,DAN-49,10661,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:35 PM,27/Apr/26 9:35 PM,,,0,"admin,booking","User Story:
As an admin, I want to review incoming booking requests, so that I can triage and process requests efficiently.

Acceptance Criteria:
1. Given new requests are submitted, when I open the incoming queue, then unprocessed bookings are listed.
2. Given I select a queue item, when I open the request, then booking details are available for review.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@646fcb79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001y7:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10630,DAN-18,Admin Booking Management Portal,To Do,27/Apr/26 7:23 PM
Update Booking Status,DAN-50,10662,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:35 PM,27/Apr/26 9:35 PM,,,0,"admin,booking","User Story:
As an admin, I want to update booking statuses, so that I can keep agents informed with accurate progress for their requests.

Acceptance Criteria:
1. Given a booking is in review, when I set a new status, then the booking status is updated and saved.
2. Given a status update is made, when the agent views the booking, then the updated status is displayed.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6628f6ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001yf:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10630,DAN-18,Admin Booking Management Portal,To Do,27/Apr/26 7:23 PM
Add Admin Notes to Bookings,DAN-51,10663,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:35 PM,27/Apr/26 9:35 PM,,,0,"admin,booking","User Story:
As an admin, I want to add internal notes to bookings, so that I can preserve operational context for my team.

Acceptance Criteria:
1. Given I am viewing a booking, when I add an admin note, then the note is attached to the booking record.
2. Given multiple admins contribute notes, when notes are reviewed, then each entry shows author and timestamp.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@64d84e97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001yn:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10630,DAN-18,Admin Booking Management Portal,To Do,27/Apr/26 7:23 PM
Search & Filter Bookings,DAN-52,10664,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:35 PM,27/Apr/26 9:35 PM,,,0,"admin,booking","User Story:
As an admin, I want to search and filter bookings, so that I can quickly find the right records.

Acceptance Criteria:
1. Given many bookings exist, when I filter by status or date, then only matching records are shown.
2. Given I search by property or agent details, when I run search, then relevant bookings are returned.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ef67633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001yv:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10630,DAN-18,Admin Booking Management Portal,To Do,27/Apr/26 7:23 PM
Send Agent Enquiry on Booking,DAN-53,10665,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:35 PM,27/Apr/26 9:35 PM,,,0,"messaging,agent","User Story:
As an agent, I want to send an enquiry about a booking, so that I can request clarification or updates from admin.

Acceptance Criteria:
1. Given I am on a booking record, when I submit an enquiry, then the message is saved and visible to admin.
2. Given an enquiry is sent, when admin views booking communications, then the enquiry appears with timestamp.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@240afc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001z3:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10631,DAN-19,Messaging & Notifications,To Do,27/Apr/26 7:23 PM
